,RegionName,CountyName,index_first,index_last,percent_change
79,30189,Cherokee County,360373.6298501797,432673.9216072026,20.062592201066636
80,30188,Cherokee County,368174.0165814066,440826.5565395526,19.733206768023475
81,30126,Cobb County,325015.6875144317,377863.73791866936,16.26015372008498
82,30187,Douglas County,287924.29287565994,341681.7977177182,18.670708298057157
83,30127,Cobb County,311005.8112096908,362336.63935643295,16.504781035147
84,30183,Cherokee County,362277.3234972111,436076.2212792415,20.37083002314897
85,30132,Paulding County,327793.7971677904,372326.4192605003,13.58555972610873
86,30168,Cobb County,233711.32104866565,288803.20030541,23.572618994042056
87,30134,Douglas County,246114.38550370975,290691.92835272284,18.112530382073565
88,30157,Paulding County,279876.5408181763,321664.0728280924,14.930701904402785
89,30135,Douglas County,277010.3404063128,320986.12574520154,15.87514216053669
90,30152,Cobb County,399473.7648693767,468189.2678624278,17.20150583994427
91,30141,Paulding County,275343.8720175217,318711.64936369506,15.750405857375908
92,30122,Douglas County,234460.5930908713,280615.3963075073,19.685526940020797
93,30013,Rockdale County,272330.2647264752,322703.58273227717,18.49714281899453
94,30096,Gwinnett County,330553.113970797,398995.68225212535,20.705467711121
95,30094,Rockdale County,268024.44684092276,320454.0110565299,19.56148583965738
96,30306,Fulton County,877162.3742672215,1001145.5712967446,14.134577663924336
97,30072,Dekalb County,261800.4227049964,295826.29566805816,12.996874722927018
98,30305,Fulton County,980903.8699309002,1103741.164637511,12.522867782677217
99,30075,Fulton County,550934.232281804,671659.0535079843,21.912746413700667
100,30297,Clayton County,143298.99694808287,177728.89511382798,24.026614909397473
101,30076,Fulton County,463639.1989830752,558093.4727145066,20.37236582640186
102,30296,Clayton County,203618.91030211985,250737.7761980743,23.14071214016506
103,30078,Gwinnett County,314752.7407607264,367013.9830586636,16.603903804499666
104,30294,Henry County,243046.3015756133,296325.93824391306,21.921599433071034
105,30079,Dekalb County,262709.533183685,306455.8597508447,16.651975296447485
106,30291,Fulton County,217802.54136647587,262333.35415033187,20.445497331882915
107,30080,Cobb County,428285.1209848032,491735.0996501185,14.814892125931852
108,30290,Fayette County,428154.7210527812,497292.1998035012,16.147779144118555
109,30252,Henry County,326404.13279992837,382880.1334974501,17.30247721224139
110,30082,Cobb County,394395.3433497697,454111.3003751045,15.141141504902514
111,30083,Dekalb County,226350.25325070243,268836.597718017,18.77017757088934
112,30281,Henry County,250576.7072291116,301961.90732454305,20.506774417962177
113,30084,Dekalb County,337929.51964385837,387567.5153899349,14.68886050511055
114,30274,Clayton County,173666.58977497803,218939.8464670356,26.06906529961732
115,30087,Dekalb County,299958.1475935821,354104.56465854385,18.051323992814343
116,30273,Clayton County,206012.03200387527,252639.5456703849,22.63339340569803
117,30088,Dekalb County,214614.32930528515,253332.0941765946,18.04062431275691
118,30269,Fayette County,442469.6431902652,528669.0820884769,19.481435670185682
119,30268,Fulton County,280208.30083866935,329703.33133547986,17.663656054681763
120,30092,Gwinnett County,465953.7344068147,559111.3242829316,19.992884056334866
121,30260,Clayton County,184106.5689479909,228993.5329662657,24.38096819400025
122,30093,Gwinnett County,255934.04787059897,309744.7291663717,21.025214012548876
123,30253,Henry County,275295.8426273879,328173.8858614629,19.207715862838253
124,30288,Dekalb County,186323.20373924772,219103.52520653864,17.59325774215741
125,30363,Fulton County,443011.909067556,460599.10933060903,3.96991591040302
126,30144,Cobb County,328692.52987687656,385249.5491149477,17.20666400884028
127,30519,Gwinnett County,388823.8333536182,458955.62373952474,18.036906272184385
128,30005,Fulton County,581496.6558002373,727310.1794293267,25.075556699191225
129,30518,Gwinnett County,377733.12539013405,449060.15340185823,18.882915798834293
130,30012,Rockdale County,216218.0103919223,265299.21498939017,22.699868761395976
131,30004,Fulton County,592587.7470845531,740137.9404990505,24.899298735153273
132,30009,Fulton County,573438.0966634759,710044.1922812043,23.822291614834267
133,30008,Cobb County,282591.3998286996,335293.2096441859,18.64947406305816
134,30655,Walton County,283248.34950009506,334717.00533089513,18.170858160916765
135,30641,Walton County,354876.8977523677,412517.974571928,16.242555428271938
136,30656,Walton County,311357.58381457196,360148.31100773806,15.670319185873199
